Interaction,Gene1 Name,Gene1 Interface Length,Gene1 Length,Gene1 Interface Mutation Count,Gene1 Mutation Count,Gene2 Name,Gene2 Interface Length,Gene2 Length,Gene2 Interface Mutation Count,Gene2 Mutation Count,P Value
UBE2D3	RNF4,UBE2D3,13,137,1,19,RNF4,13,47,0,10,0.987940
UBE2D3	RNF2,UBE2D3,16,148,1,19,RNF2,16,105,0,3,0.948952
UBE2E1	RNF130,UBE2E1,13,137,2,13,RNF130,13,42,0,16,0.937450
SNRNP70	SFPQ,SNRNP70,18,66,0,6,SFPQ,14,60,5,7,0.216129
SAE1	UBA2,SAE1,60,311,3,5,UBA2,59,514,1,9,0.131560
TAF4	TAF12,TAF4,35,50,3,20,TAF12,41,74,0,3,1.000000
EEA1	RAB22A,EEA1,14,34,0,12,RAB22A,15,163,3,20,0.869556
CENPE	MAPRE1,CENPE,49,87,0,6,MAPRE1,48,90,3,18,0.999998
SRC	LCP2,SRC,23,83,2,31,LCP2,21,84,0,18,0.999994
P4HB	P4HB,P4HB,41,197,1,27,P4HB,41,197,1,27,0.999949
EIF3F	EIF3M,EIF3F,52,272,0,8,EIF3M,56,366,2,11,0.856342
HLA-A	CALR,HLA-A,34,275,3,8,CALR,9,10,1,7,0.180058
ARFRP1	CYTH1,ARFRP1,24,181,2,19,CYTH1,37,193,0,15,0.982086
RAB11B	MYO5B,RAB11B,27,171,3,16,MYO5B,25,393,0,14,0.531325
IGF2	IGFBP2,IGF2,13,56,1,17,IGFBP2,17,90,0,8,0.996819
IGF2	IGFBP1,IGF2,16,60,1,17,IGFBP1,15,84,0,3,0.992160
IGF2	IGFBP4,IGF2,25,60,1,17,IGFBP4,24,92,0,16,0.999997
IGF2	IGFBP3,IGF2,18,56,1,17,IGFBP3,17,78,0,0,0.994179
UBE2E1	RNF181,UBE2E1,14,137,1,13,RNF181,14,43,0,11,0.982714
IGF2	IGFBP6,IGF2,11,56,1,17,IGFBP6,18,77,0,10,0.998694
IGF2	IGFBP5,IGF2,18,56,1,17,IGFBP5,20,77,2,14,0.997409
CDK2	CDK6,CDK2,35,286,1,16,CDK6,33,293,3,19,0.601063
SNRPD1	SNRPN,SNRPD1,17,82,1,6,SNRPN,18,86,1,10,0.875961
CDK2	CDK7,CDK2,18,287,2,16,CDK7,21,289,1,22,0.479815
CDK2	CDK2,CDK2,17,287,2,16,CDK2,17,287,2,16,0.118642
MRPL23	MRPL41,MRPL23,33,111,3,12,MRPL41,25,109,0,8,0.928562
TP53	YWHAZ,TP53,6,7,0,310,YWHAZ,19,229,2,18,1.000000
PSMB6	PSMB6,PSMB6,21,202,1,16,PSMB6,21,202,1,16,0.859479
POLA1	PRIM2,POLA1,56,1057,0,6,PRIM2,67,434,2,25,0.737464
RAB2A	TBC1D25,RAB2A,25,161,2,19,TBC1D25,25,200,2,26,0.886786
ERBB2	TEC,ERBB2,48,256,0,14,TEC,47,264,7,51,0.965258
MRPL23	MRPL47,MRPL23,36,111,4,12,MRPL47,37,176,5,8,0.045330
OGT	KRT7,OGT,14,702,1,17,KRT7,9,11,0,6,0.529597
PSMB4	PSMB5,PSMB4,19,216,1,17,PSMB5,19,186,1,19,0.866661
PSMB4	PSMB6,PSMB4,23,217,0,17,PSMB6,27,202,1,16,0.984906
PSMB4	PSMB7,PSMB4,17,217,1,17,PSMB7,19,220,0,9,0.893036
UBE2D1	MDM2,UBE2D1,12,137,1,11,MDM2,12,48,1,18,0.905349
PSMB6	PSMA6,PSMB6,8,202,0,16,PSMA6,11,244,1,18,0.772405
BRAF	MAP2K2,BRAF,44,274,0,5,MAP2K2,53,321,6,32,0.574268
RAC1	RALBP1,RAC1,21,172,3,42,RALBP1,18,54,1,29,0.999074
BRAF	MAP2K1,BRAF,35,270,0,5,MAP2K1,35,286,4,46,0.898491
SNRPD3	SNRPN,SNRPD3,23,84,2,12,SNRPN,25,83,2,10,0.914086
CD2BP2	CD2,CD2BP2,13,62,0,32,CD2,9,11,1,14,1.000000
IL4R	IRS1,IL4R,10,11,1,75,IRS1,23,112,2,9,1.000000
TRAF6	TNFRSF11A,TRAF6,20,155,4,46,TNFRSF11A,8,8,0,11,0.992603
RIPK1	PIDD1,RIPK1,12,83,1,39,PIDD1,11,100,0,0,0.994690
MRPL23	MRPL24,MRPL23,12,111,1,12,MRPL24,16,189,3,19,0.327502
LRP6	GSK3A,LRP6,6,6,0,19,GSK3A,14,356,1,15,0.855191
SFN	YWHAZ,SFN,25,233,2,12,YWHAZ,23,232,1,18,0.611123
CBX5	SUV39H2,CBX5,11,50,2,19,SUV39H2,9,47,1,13,0.973564
GJB2	GJB2,GJB2,10,159,1,6,GJB2,10,159,1,6,0.171990
IL12A	IL12B,IL12A,25,133,1,24,IL12B,24,282,0,4,0.970343
RALA	EXOC8,RALA,21,173,0,5,EXOC8,26,109,2,21,0.945840
HIST1H3E	TAF3,HIST1H3E,6,6,3,24,TAF3,19,59,0,3,0.999686
LNX1	DVL3,LNX1,9,81,2,12,DVL3,10,89,1,51,0.977214
SREBF1	SREBF1,SREBF1,31,76,1,8,SREBF1,31,76,1,8,0.997256
NCOR1	NR1H4,NCOR1,11,16,0,8,NR1H4,14,210,2,23,0.871776
NCOR1	NR1H3,NCOR1,16,19,0,8,NR1H3,26,225,1,24,0.997630
AKT2	LRRK2,AKT2,13,237,1,52,LRRK2,16,227,0,0,0.965126
UBE2N	RNF4,UBE2N,15,136,2,18,RNF4,11,47,0,10,0.922802
AR	BUD31,AR,16,242,1,1,BUD31,7,8,1,11,0.304059
ARNT2	NCOA3,ARNT2,25,103,1,15,NCOA3,23,109,0,1,0.983551
LMAN1	MCFD2,LMAN1,22,192,0,21,MCFD2,21,63,2,9,0.972190
DYNLL1	NEK9,DYNLL1,21,85,1,6,NEK9,11,11,1,46,1.000000
RPSA	RPS2,RPSA,13,215,0,10,RPS2,15,222,2,11,0.393192
VPS35	VPS29,VPS35,44,298,3,53,VPS29,30,183,3,13,0.952425
CYTH3	ARF6,CYTH3,37,143,0,12,ARF6,31,163,1,11,0.996912
RPS4X	RPS6,RPS4X,9,262,1,13,RPS6,8,230,1,18,0.290818
SOX2	POU5F1,SOX2,5,80,1,24,POU5F1,8,144,1,20,0.732703
DLAT	PDK3,DLAT,14,97,0,0,PDK3,13,374,4,15,0.008843
ITGB1	TLN1,ITGB1,23,36,3,30,TLN1,33,210,0,1,0.983176
IGKC	HLA-B,IGKC,9,9,0,0,HLA-B,32,275,2,7,0.267707
BCL2L1	PMAIP1,BCL2L1,22,99,2,16,PMAIP1,12,22,2,5,0.881699
EED	EZH2,EED,92,360,5,16,EZH2,63,469,0,10,0.551041
CTNNB1	BTRC,CTNNB1,11,11,0,9,BTRC,24,402,1,10,0.814094
RRAS	ARAF,RRAS,13,163,1,10,ARAF,12,72,0,6,0.834643
NUP160	NUP133,NUP160,12,1009,0,6,NUP133,9,528,1,30,0.390587
HIST1H2BK	HIST2H4B,HIST1H2BK,8,96,3,23,HIST2H4B,8,85,0,0,0.332530
PPP1CC	PPP2R5C,PPP1CC,16,274,3,15,PPP2R5C,15,403,1,41,0.253962
OGT	TAB1,OGT,24,698,2,17,TAB1,10,11,0,42,0.781331
GIP	GIPR,GIP,12,32,6,18,GIPR,22,94,4,27,0.811107
PAK1	RHOJ,PAK1,17,24,4,33,RHOJ,23,176,0,16,0.993316
PAK1	RHOU,PAK1,16,24,4,33,RHOU,23,174,2,18,0.953093
ITSN1	FNBP1,ITSN1,9,47,0,7,FNBP1,8,50,1,14,0.982514
CNOT4	UBE2E3,CNOT4,15,47,0,8,UBE2E3,11,146,1,15,0.964136
SFN	SFN,SFN,24,236,1,12,SFN,24,236,1,12,0.716624
DYNLL1	DYNLL2,DYNLL1,25,89,2,6,DYNLL2,25,89,3,6,0.227635
SRC	CBLB,SRC,5,5,0,31,CBLB,14,292,2,44,0.956968
DYNLL1	DYNLL1,DYNLL1,26,85,2,6,DYNLL1,26,85,2,6,0.525532
DLAT	PDHB,DLAT,10,38,0,0,PDHB,6,115,2,17,0.543440
PRPF31	PRPF31,PRPF31,6,145,1,32,PRPF31,6,145,1,32,0.748301
RNF4	UBE2E3,RNF4,13,47,0,10,UBE2E3,14,137,1,15,0.981075
RNF4	UBE2E2,RNF4,14,47,3,10,UBE2E2,12,137,0,9,0.515487
CYSLTR2	CYSLTR1,CYSLTR2,17,251,0,29,CYSLTR1,17,256,1,21,0.968907
ARL3	GOLGA4,ARL3,12,165,4,12,GOLGA4,16,51,0,5,0.169739
BECN1	BECN1,BECN1,53,93,3,33,BECN1,53,93,3,33,1.000000
RRAGB	RRAGD,RRAGB,32,320,0,10,RRAGD,34,303,1,5,0.813574
KAT2B	KAT2B,KAT2B,16,157,1,10,KAT2B,16,157,1,10,0.619047
PSMB10	PSMB3,PSMB10,35,219,1,12,PSMB3,43,204,2,10,0.799321
SNRPE	SNRPD3,SNRPE,10,64,0,13,SNRPD3,10,62,1,12,0.986714
SNRPE	SNRPD2,SNRPE,14,64,1,13,SNRPD2,13,73,2,15,0.934355
SF3A3	SF3A1,SF3A3,11,38,2,20,SF3A1,15,85,1,31,0.999416
S100B	CAPZA1,S100B,15,91,0,10,CAPZA1,9,12,1,4,0.975619
UBE2R2	DZIP3,UBE2R2,13,141,1,14,DZIP3,14,42,0,6,0.958935
MET	PTK6,MET,21,261,0,9,PTK6,17,266,1,18,0.867428
NRBF2	NRBF2,NRBF2,27,84,1,12,NRBF2,27,84,1,12,0.998876
IL20RB	IL20RA,IL20RB,14,193,0,6,IL20RA,12,204,2,42,0.831004
RNF130	UBE2E3,RNF130,14,42,1,16,UBE2E3,13,137,1,15,0.959068
RORC	RORB,RORC,25,248,0,27,RORB,21,248,3,11,0.697162
BCKDHB	BCKDHB,BCKDHB,53,332,2,29,BCKDHB,53,332,2,29,0.988221
GEMIN6	GEMIN7,GEMIN6,33,86,1,7,GEMIN7,33,85,6,15,0.807007
RNF130	UBE2D4,RNF130,14,42,1,16,UBE2D4,12,137,0,6,0.968345
MAPK3	DUSP9,MAPK3,23,332,0,7,DUSP9,22,142,4,30,0.471574
IL6R	IL6R,IL6R,14,299,2,35,IL6R,14,299,2,35,0.416158
MAD2L1	MAD1L1,MAD2L1,41,196,5,19,MAD1L1,26,100,1,21,0.916194
TRAF2	TRAF6,TRAF2,20,191,0,3,TRAF6,25,181,4,46,0.859236
KRT18	KRT72,KRT18,50,110,4,31,KRT72,52,104,4,36,1.000000
TRAF2	TRAF1,TRAF2,28,63,0,3,TRAF1,28,63,4,32,0.999996
PAK4	PAK4,PAK4,24,292,2,31,PAK4,24,292,2,31,0.760261
APOBEC2	APOBEC2,APOBEC2,29,185,7,25,APOBEC2,29,185,7,25,0.018930
SGK1	MAPK7,SGK1,46,251,0,2,MAPK7,38,282,2,24,0.932126
CD80	CD86,CD80,21,85,0,0,CD86,24,87,7,40,0.928599
MAPK3	DUSP1,MAPK3,23,332,0,7,DUSP1,20,140,1,14,0.865469
F2	F2,F2,30,251,1,5,F2,30,251,1,5,0.339868
COX17	CHCHD4,COX17,13,21,1,4,CHCHD4,13,60,0,11,0.996993
CD1D	B2M,CD1D,30,275,0,18,B2M,22,96,7,24,0.373784
UBB	UCHL5,UBB,20,75,1,5,UCHL5,32,302,1,18,0.845932
UBB	UCHL3,UBB,25,75,1,5,UCHL3,38,229,2,13,0.752803
HIST1H1E	CBX3,HIST1H1E,12,12,0,8,CBX3,21,58,4,15,0.999367
EGFR	SHC1,EGFR,19,310,0,7,SHC1,6,7,1,41,0.980612
RING1	RNF2,RING1,21,143,1,19,RNF2,23,111,0,3,0.984778
EGFR	SHC2,EGFR,7,251,0,7,SHC2,7,77,1,3,0.353516
NR1H2	NCOA1,NR1H2,16,235,1,12,NCOA1,11,12,0,5,0.860255
NR1H2	NCOA2,NR1H2,19,243,1,12,NCOA2,11,12,0,2,0.826623
HLA-G	HLA-A,HLA-G,17,275,4,9,HLA-A,12,275,0,8,0.010574
NTN1	NEO1,NTN1,10,415,3,30,NEO1,16,200,0,14,0.284670
UBE2E1	XIAP,UBE2E1,15,143,1,13,XIAP,13,58,1,19,0.949168
RIT2	PLXNB3,RIT2,66,163,1,12,PLXNB3,66,590,4,14,0.488899
CD247	CD247,CD247,12,33,1,21,CD247,12,33,1,21,1.000000
HSP90AA1	SUGT1,HSP90AA1,17,213,3,44,SUGT1,16,88,2,25,0.886823
CENPW	CENPT,CENPW,51,75,3,8,CENPT,53,89,0,22,1.000000
VAMP4	STX4,VAMP4,36,63,3,11,STX4,37,67,1,22,1.000000
PIK3CB	PIK3R3,PIK3CB,88,1031,1,6,PIK3R3,86,276,2,18,0.636973
MAP2K6	MAP3K5,MAP2K6,33,287,3,30,MAP3K5,26,250,0,8,0.803166
TJP2	TJP2,TJP2,59,80,1,5,TJP2,59,80,1,5,0.999955
KRT6C	KRT31,KRT6C,52,104,0,8,KRT31,50,110,3,29,1.000000
AHRR	ARNT,AHRR,18,42,1,5,ARNT,18,52,1,44,1.000000
UBE2D1	TRIM39,UBE2D1,11,144,1,11,TRIM39,10,70,2,14,0.450154
RARA	NRIP1,RARA,13,186,0,31,NRIP1,9,10,1,25,0.998728
GLI1	SUFU,GLI1,10,10,0,18,SUFU,29,367,2,34,0.976066
MYF6	TCF12,MYF6,20,52,4,53,TCF12,16,54,0,5,1.000000
UBE2D1	TRIM25,UBE2D1,13,146,1,11,TRIM25,13,80,1,37,0.979490
BCL10	CARD9,BCL10,12,83,3,21,CARD9,13,85,0,14,0.910023
SMAD7	SMURF1,SMAD7,13,15,4,17,SMURF1,15,35,0,7,0.999987
KRT6C	KRT40,KRT6C,54,104,3,8,KRT40,50,101,1,14,0.999664
SMAD7	SMURF2,SMAD7,13,20,4,17,SMURF2,19,90,0,6,0.935443
UBE2N	AMFR,UBE2N,13,136,3,18,AMFR,11,40,0,21,0.915728
RGS12	GNAI1,RGS12,20,125,0,1,GNAI1,19,317,2,29,0.755709
RGS12	GNAI3,RGS12,33,122,0,1,GNAI3,25,317,3,28,0.756610
AURKA	INCENP,AURKA,39,262,2,22,INCENP,30,50,0,44,0.999999
PLAT	PLAT,PLAT,16,252,1,19,PLAT,16,252,1,19,0.704290
CXCL12	CXCR4,CXCL12,43,70,2,6,CXCR4,32,40,1,36,1.000000
HIF1A	HIF1AN,HIF1A,21,24,0,5,HIF1AN,45,332,1,7,0.914616
SAP30	SIN3A,SAP30,36,91,1,11,SIN3A,39,75,0,6,0.999964
COL1A1	COL1A2,COL1A1,49,72,0,3,COL1A2,50,71,1,24,1.000000
ABL1	GRB2,ABL1,43,82,0,5,GRB2,43,100,3,23,0.999995
HLA-DRB1	ACAN,HLA-DRB1,23,189,3,18,ACAN,13,13,0,0,0.646503
RAF1	STK26,RAF1,12,293,4,26,STK26,10,255,0,34,0.220512
ARHGAP32	CDC42,ARHGAP32,20,149,2,20,CDC42,13,169,3,18,0.359285
NOTCH2	RBPJ,NOTCH2,31,214,0,21,RBPJ,32,424,2,37,0.982311
SKP1	SKP1,SKP1,17,118,1,9,SKP1,17,118,1,9,0.754991
UBE2D2	MDM2,UBE2D2,13,137,0,4,MDM2,12,48,1,18,0.958993
SKP1	SKP2,SKP1,19,118,1,9,SKP2,18,41,1,16,0.988580
DAPK1	CALM2,DAPK1,19,19,1,30,CALM2,46,146,3,10,0.999994
UBE2D1	TRIM50,UBE2D1,11,137,1,11,TRIM50,14,41,2,25,0.898007
PPIA	PPIA,PPIA,28,164,2,7,PPIA,28,164,2,7,0.206034
WEE1	WEE1,WEE1,24,261,1,3,WEE1,24,261,1,3,0.098795
FOS	MAFB,FOS,23,63,1,22,MAFB,23,90,2,11,0.999155
COPE	COPA,COPE,70,291,2,16,COPA,56,320,0,7,0.965591
PTH	PTH1R,PTH,16,20,5,15,PTH1R,28,469,1,44,0.440524
H2AFZ	H3F3A,H2AFZ,16,104,1,7,H3F3A,15,97,2,14,0.649530
UBB	UBE2K,UBB,12,75,1,5,UBE2K,11,198,0,10,0.732908
YWHAG	YWHAE,YWHAG,23,235,1,16,YWHAE,22,233,0,3,0.853514
TAF4	TAF4,TAF4,12,97,3,20,TAF4,12,97,3,20,0.374120
ARRB2	ARRB1,ARRB2,32,343,1,14,ARRB1,31,390,2,29,0.726726
HSBP1	HSBP1,HSBP1,18,45,1,4,HSBP1,18,45,1,4,0.893624
UBB	UBE2N,UBB,20,76,1,5,UBE2N,31,150,3,18,0.796366
UBB	UBE2S,UBB,5,76,1,5,UBE2S,8,148,0,8,0.540328
SNCA	CALM2,SNCA,12,19,0,2,CALM2,21,148,2,10,0.718271
UBB	UBE3A,UBB,18,76,2,5,UBE3A,16,349,0,2,0.102595
CCNF	SKP1,CCNF,24,39,1,45,SKP1,32,75,1,9,1.000000
UBE2D1	TRIM11,UBE2D1,15,146,1,11,TRIM11,12,67,1,33,0.981018
NTSR1	NTS,NTSR1,19,24,0,35,NTS,9,13,1,20,1.000000
NCK2	LCP2,NCK2,13,48,1,24,LCP2,8,10,0,18,1.000000
BMPR1B	BMP2,BMPR1B,25,84,0,3,BMP2,21,104,2,38,0.999856
HIF1A	EGLN1,HIF1A,16,17,0,5,EGLN1,39,225,4,23,0.908244
HIF1A	EGLN3,HIF1A,17,17,0,5,EGLN3,39,213,2,10,0.911323
HIF1A	EGLN2,HIF1A,17,17,0,5,EGLN2,39,212,1,21,0.999318
GSK3B	MAP2K5,GSK3B,17,285,2,13,MAP2K5,19,251,0,22,0.691166
CCNC	CDK8,CCNC,48,267,0,19,CDK8,33,334,2,18,0.968089
SUPT5H	SUPT4H1,SUPT5H,34,95,0,2,SUPT4H1,36,118,3,8,0.689752
TP53	GTF2H1,TP53,17,22,18,310,GTF2H1,27,108,1,28,1.000000
KDR	VEGFC,KDR,24,196,1,31,VEGFC,12,99,0,7,0.992885
HNRNPC	HNRNPC,HNRNPC,14,28,2,23,HNRNPC,14,28,2,23,1.000000
RET	GRB10,RET,31,286,3,14,GRB10,23,37,0,9,0.764688
CCNB1	CDKN1A,CCNB1,21,125,2,9,CDKN1A,20,51,2,39,0.998211
RAF1	SFN,RAF1,6,6,9,26,SFN,19,236,3,12,0.000303
PLXNA4	PLXNA4,PLXNA4,6,101,1,6,PLXNA4,6,101,1,6,0.157015
ADCYAP1	ADCYAP1R1,ADCYAP1,23,33,4,9,ADCYAP1R1,37,106,1,41,1.000000
KRT4	KRT33B,KRT4,51,104,0,10,KRT33B,52,110,9,33,0.999943
LEO1	LEO1,LEO1,3,177,1,30,LEO1,3,177,1,30,0.270521
POLD2	POLD3,POLD2,69,416,4,27,POLD3,64,143,2,16,0.962009
TP53	MDM2,TP53,11,13,6,310,MDM2,24,85,0,18,1.000000
RAB25	RAB25,RAB25,18,170,2,15,RAB25,18,170,2,15,0.394282
SNAP23	STX4,SNAP23,39,70,3,13,STX4,39,97,5,22,0.999020
SNAP23	STX3,SNAP23,35,70,2,13,STX3,39,97,3,10,0.993433
RHOB	NGEF,RHOB,30,173,5,19,NGEF,32,179,0,1,0.268987
TRAPPC3	TRAPPC1,TRAPPC3,17,161,1,10,TRAPPC1,29,142,2,10,0.603866
TRAPPC3	TRAPPC3,TRAPPC3,31,159,3,10,TRAPPC3,31,159,3,10,0.179641
TRAPPC3	TRAPPC5,TRAPPC3,37,162,2,10,TRAPPC5,33,168,2,9,0.596503
RPA1	RPA4,RPA1,23,178,3,29,RPA4,23,127,0,5,0.904653
SRSF10	SRSF4,SRSF10,5,70,1,1,SRSF4,5,61,0,21,0.825695
CSTA	CSTA,CSTA,58,98,5,6,CSTA,58,98,5,6,0.075104
POLR2A	RPRD1A,POLR2A,11,11,0,9,RPRD1A,17,131,1,23,0.999113
ADRM1	UBQLN2,ADRM1,16,110,0,13,UBQLN2,13,78,1,33,0.999550
POLR2A	RPRD1B,POLR2A,11,11,0,9,RPRD1B,18,128,1,29,0.999862
DRAP1	POLE3,DRAP1,41,76,2,7,POLE3,50,87,6,11,0.886485
ATF2	MAPK9,ATF2,7,8,0,2,MAPK9,16,356,1,30,0.876150
SUN2	SUN2,SUN2,35,198,2,28,SUN2,35,198,2,28,0.993337
PRKAA2	PRKAB1,PRKAA2,99,441,0,4,PRKAB1,84,186,4,14,0.816469
SRSF10	SRSF1,SRSF10,4,70,0,1,SRSF1,3,67,1,28,0.781495
OTUD5	OTUD5,OTUD5,59,141,3,11,OTUD5,59,141,3,11,0.948677
TNFRSF13C	TNFSF13B,TNFRSF13C,12,31,0,10,TNFSF13B,20,144,1,21,0.998089
CTNNA1	CTNNA1,CTNNA1,113,771,2,10,CTNNA1,113,771,2,10,0.335621
MYLIP	MYLIP,MYLIP,19,64,1,11,MYLIP,19,64,1,11,0.995563
PXN	PTK2B,PXN,10,13,1,6,PTK2B,15,140,1,27,0.979346
RAC1	PAK1,RAC1,22,177,2,42,PAK1,17,24,4,33,0.998196
RAC1	PAK2,RAC1,23,177,3,42,PAK2,17,24,0,3,0.996624
RPS27	RPS7,RPS27,13,80,1,6,RPS7,6,183,0,14,0.776806
NSMCE1	NSMCE3,NSMCE1,24,236,1,21,NSMCE3,24,192,0,0,0.917750
PRKACA	MAP3K3,PRKACA,4,253,0,36,MAP3K3,5,259,1,26,0.666974
ERCC2	GTF2H2,ERCC2,12,665,1,19,GTF2H2,11,188,0,2,0.436738
PBX1	PKNOX1,PBX1,7,51,3,21,PKNOX1,6,54,0,22,0.914588
CDC42	ARHGAP31,CDC42,22,171,4,18,ARHGAP31,24,149,0,5,0.426086
PPP4C	PPP2CB,PPP4C,11,270,1,26,PPP2CB,11,271,0,6,0.735124
MAP2K1	WNK1,MAP2K1,19,294,2,46,WNK1,19,254,0,14,0.926648
BMP2	NEO1,BMP2,11,104,1,38,NEO1,14,201,0,14,0.988288
CBX5	HIST1H3E,CBX5,21,53,5,19,HIST1H3E,12,15,3,24,0.999990
NHEJ1	NHEJ1,NHEJ1,68,232,5,17,NHEJ1,68,232,5,17,0.559313
MED7	MED21,MED7,36,93,1,21,MED21,51,125,3,9,0.999676
RAB7A	RAB22A,RAB7A,17,163,0,8,RAB22A,15,163,2,20,0.775699
CDKN2A	RAN,CDKN2A,12,70,28,160,RAN,13,156,0,11,0.022459
SF3B1	U2AF2,SF3B1,8,10,0,6,U2AF2,17,105,1,12,0.987872
ATG12	ATG5,ATG12,17,88,1,8,ATG5,20,266,0,2,0.668442
ATG12	ATG3,ATG12,14,88,1,8,ATG3,9,13,0,18,0.998792
MED7	MED31,MED7,24,36,1,21,MED31,26,79,2,6,0.999953
CALM2	IQCE,CALM2,18,61,1,10,IQCE,13,17,0,13,0.999991
IL2RA	IGKC,IL2RA,13,119,1,25,IGKC,10,208,0,0,0.838510
HRAS	RALGDS,HRAS,14,167,1,83,RALGDS,14,87,3,31,0.999058
RNF103	UBE2N,RNF103,12,55,0,6,UBE2N,15,144,3,18,0.650467
PDGFRA	PLCG1,PDGFRA,26,384,0,1,PLCG1,27,226,1,22,0.876382
NCOR1	PPARD,NCOR1,16,21,0,8,PPARD,21,180,6,34,0.810560
PRPF4	PPIH,PRPF4,11,31,0,13,PPIH,19,173,2,8,0.836316
UBA52	USP21,UBA52,37,75,5,12,USP21,58,310,3,28,0.805506
FLNA	FBLIM1,FLNA,16,94,0,7,FBLIM1,9,9,1,12,0.994920
CTBP1	CTBP1,CTBP1,70,326,2,16,CTBP1,70,326,2,16,0.935185
TCF3	MYF6,TCF3,18,54,0,3,MYF6,19,52,2,53,1.000000
TNFSF15	TNFSF15,TNFSF15,24,141,4,23,TNFSF15,24,141,4,23,0.534154
MRPL43	MRPL57,MRPL43,10,148,1,8,MRPL57,6,94,1,6,0.235800
KRT5	KRT31,KRT5,54,95,5,17,KRT31,48,88,2,29,1.000000
SEMA7A	SEMA7A,SEMA7A,32,588,2,24,SEMA7A,32,588,2,24,0.264201
ARFIP2	ARFIP2,ARFIP2,48,185,2,20,ARFIP2,48,185,2,20,0.996758
PSMA5	PSMB5,PSMA5,14,234,1,10,PSMB5,10,201,1,19,0.480566
CASK	DLG1,CASK,7,56,3,9,DLG1,10,60,0,16,0.730941
NTRK1	SHC1,NTRK1,10,12,0,13,SHC1,27,195,2,41,0.999693
MRPL43	MRPL44,MRPL43,35,148,1,8,MRPL44,38,275,0,8,0.951734
RAB5A	OCRL,RAB5A,21,161,1,13,OCRL,21,139,0,2,0.895894
PRL	PRLR,PRL,30,186,9,23,PRLR,26,206,0,0,0.003014
KRT5	KRT40,KRT5,51,95,3,17,KRT40,46,88,0,14,1.000000
WASF1	ABI2,WASF1,43,204,0,9,ABI2,51,156,2,32,0.999937
CD274	CD274,CD274,23,212,1,16,CD274,23,212,1,16,0.875918
PTHLH	KPNB1,PTHLH,21,28,6,22,KPNB1,35,485,1,48,0.653578
GSK3B	NRBP1,GSK3B,32,285,2,13,NRBP1,22,138,0,12,0.846750
SH2D1A	NCK1,SH2D1A,14,104,3,22,NCK1,10,49,1,24,0.944143
GABARAP	ATG7,GABARAP,29,112,1,5,ATG7,53,364,2,29,0.947706
JUN	ATF1,JUN,19,53,3,22,ATF1,19,53,2,25,0.999982
JUN	ATF2,JUN,22,62,3,22,ATF2,22,61,0,2,0.997572
EDN1	EDN1,EDN1,12,18,1,30,EDN1,12,18,1,30,1.000000
IL4	IL13RA1,IL4,25,126,3,12,IL13RA1,23,295,0,0,0.149080
HTR4	HTR4,HTR4,15,277,1,43,HTR4,15,277,1,43,0.950655
MRPL43	MRPL20,MRPL43,14,148,0,8,MRPL20,14,140,2,14,0.644934
MRPL21	MRPL20,MRPL21,30,156,2,16,MRPL20,36,140,2,14,0.926984
MMACHC	MMACHC,MMACHC,26,237,2,12,MMACHC,26,237,2,12,0.266094
MRPL21	MRPL52,MRPL21,20,156,3,16,MRPL52,12,85,1,4,0.270147
MRPL28	GADD45GIP1,MRPL28,11,243,1,11,GADD45GIP1,8,128,0,7,0.611816
TRIM25	UBE2D4,TRIM25,15,80,1,37,UBE2D4,12,146,0,6,0.995793
PRPF8	SNRNP40,PRPF8,8,2222,0,1,SNRNP40,9,302,1,14,0.096403
ZNF202	ZNF473,ZNF202,4,82,0,8,ZNF473,5,81,2,29,0.613336
SEC13	SEC13,SEC13,16,285,5,23,SEC13,16,285,5,23,0.000196
NAPA	STX5,NAPA,23,280,3,22,STX5,11,59,0,11,0.656385
NAPA	STX4,NAPA,17,286,3,22,STX4,13,65,2,22,0.322265
MRPS30	MRPL17,MRPS30,8,370,0,35,MRPL17,11,152,1,7,0.789286
MRPL21	MRPL43,MRPL21,31,156,1,16,MRPL43,30,148,1,8,0.967475
NCK1	NCKIPSD,NCK1,42,51,5,24,NCKIPSD,41,52,0,33,1.000000
CASP6	CASP6,CASP6,54,241,6,16,CASP6,54,241,6,16,0.038560
KRT5	KRT15,KRT5,53,95,5,17,KRT15,48,90,1,25,1.000000
CFL1	LIMK1,CFL1,10,165,2,14,LIMK1,18,290,1,10,0.181070
PRKAG1	PRKAG1,PRKAG1,37,144,1,17,PRKAG1,37,144,1,17,0.999475
PRKAG1	PRKAG2,PRKAG1,34,143,3,17,PRKAG2,34,143,2,10,0.804397
COPS2	GPS1,COPS2,32,403,2,18,GPS1,39,419,2,23,0.477491
AKT1	PKN2,AKT1,15,334,2,37,PKN2,14,329,1,11,0.350811
CBLB	ABI1,CBLB,8,8,4,44,ABI1,12,53,0,35,1.000000
ANGPT2	TEK,ANGPT2,17,216,1,12,TEK,16,423,0,19,0.806748
ARHGAP32	ABI2,ARHGAP32,7,52,0,20,ABI2,10,49,1,32,0.999931
ARPC2	ACTR3,ARPC2,44,284,2,31,ACTR3,41,416,1,16,0.935889
RAB3A	RAB3IP,RAB3A,13,174,1,15,RAB3IP,15,168,0,9,0.871268
NRP1	PLXNA2,NRP1,10,117,2,8,PLXNA2,15,667,0,6,0.071782
